,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
483,09FOOD-0224,Panino's Cafe & Bar,100.0,09/18/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. PHF in a cook line cooler is holding at 48 F. The food was discarded.,1968 DEMPSTER ST,Evanston,IL,60202,"1968 DEMPSTER ST
Evanston, IL 60202
(42.041108, -87.700759)"
58,10FOOD-0001,Subway #48042,100.0,01/17/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Diced chicken and shaved beef product in the front counter unit above 45 F so they were discarded. Keep the lid closed on these front counter compartments as it will keep the temperature at the required 41 F maximum,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
57,10FOOD-0001,Subway #48042,100.0,01/17/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.FSSMC Mohammad Faiz Khan exp 7/23/17Provide the name of a person with a current FSSMCMarkets Gonzaga Food Handler completed,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
56,15FOOD-0040,Quad Indoor Sports,100.0,01/17/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Quat sanitizer in spray bottles is over 400 ppm so remake the solution and use the test strips to verify the sanitizing solution is between 150-400 ppm,2454 OAKTON ST,Evanston,IL,60202,"2454 OAKTON ST
Evanston, IL 60202
(42.026416, -87.710349)"
482,09FOOD-0424,Dunkin' Donuts,100.0,07/20/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic knives are being stored incorrectly. Store with the handles all facing up.,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
1110,09FOOD-0325,Cozy Noodles & Rice,100.0,01/17/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in use.,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
1111,09FOOD-0325,Cozy Noodles & Rice,100.0,07/03/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed no thermometer in main cooler.  Please provide and display thermometer,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
55,10FOOD-0001,Subway #48042,100.0,01/17/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Install the paper towels into the front handsink dispenser as a roll of paper towels left on the counter can fall on the floor and get contaminated,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
1173,14FOOD-0012,Bangers and Lace,100.0,08/27/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener. The interior of the cooler next to the slicer is soiled. Clean up spills immediately. The sides of the cook line cooler and hot hold are soiled. Clean the equipment.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
413,16FOOD-0003,Hilton Orrington,100.0,04/17/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on counter tops. Store in a sanitizing solution between use. Replenish sanitizer when water gets soiled or within every 4 hours.,1710 ORRINGTON AVE,Evanston,IL,60201,"1710 ORRINGTON AVE
Evanston, IL 60201
(42.048744, -87.680574)"
1114,09FOOD-0325,Cozy Noodles & Rice,100.0,07/03/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",observed soiled floors with food scraps under counters.  Please pay special attention to under tables and counters.  clean floors especially in hard to reach areas,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
1172,14FOOD-0012,Bangers and Lace,100.0,04/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line equipment is soiled. Routinely clean the floor.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1115,09FOOD-0325,Cozy Noodles & Rice,100.0,01/17/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide thermometer in cooler where missing.,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
415,09FOOD-0170,Siam Splendour,100.0,02/27/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Clean the floors more thoroughly under equipment to remove visible food residue and staining where the mop ends and leaves a visible line between clean and soiled especially under equipment and around equipment legs and wheels.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
1171,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are loosely stored on the shelves above ready to eat food in the cooler. Store the eggs in a container below ready to eat food.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1170,14FOOD-0012,Bangers and Lace,100.0,08/27/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan covers in the walk in cooler are soiled. Clean the covers.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1169,14FOOD-0012,Bangers and Lace,100.0,04/27/2018,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. A cooler on the cook line is not holding PHF at the proper temperature. Do not use the cooler until it has been repaired.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1168,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Goo Gone is being stored above the prep line. WD-40 and a bottle of bleach are being stored below the mixer among food product.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1121,09FOOD-0325,Cozy Noodles & Rice,100.0,10/23/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed front faces of coolers and freezers soiled please wash and sanitize all food contact and non food contact surfaces,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)"
54,10FOOD-0001,Subway #48042,100.0,01/17/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Sanitize the inside of the ice machine to remove the visible mold,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
477,09FOOD-0245,Mt. Everest Restaurant,100.0,12/07/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Soap missing from the hand wash sink. Provide soap immediately.,630 CHURCH ST,Evanston,IL,60201,"630 CHURCH ST
Evanston, IL 60201
(42.048141, -87.680355)"
1167,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The potato slicer is soiled. Routinely clean the slicer. The counter under the vacuum packager is soiled. Routinely clean all food contact surfaces. The can opener is soiled. Routinely clean all food contact surfaces.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1166,14FOOD-0012,Bangers and Lace,100.0,12/17/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The floor drain to the 2 compartment sink and the 3 compartment sink has standing water. Contact a licensed plumber to clean the line. The floor under the cook line and coolers is heavily soiled. Routinely clean the floors. The floor under the prep tables is heavily soiled. Routinely clean the floors.The floor under the dish machine is soiled. Routinely clean the floors. The floor under the 2 compartment sink is soiled. Routinely clean the floors.,810 GROVE ST,Evanston,IL,60201,"810 GROVE ST
Evanston, IL 60201
(42.045517, -87.68216)"
1103,09FOOD-0251,Dozika,100.0,10/22/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Rubber gasket on sushi cooler is falling off the door. This is causing a large gap. Replace this week to create a tight seal.,601 DEMPSTER ST,Evanston,IL,60201,"601 DEMPSTER ST
Evanston, IL 60201
(42.041215, -87.680946)"
394,09FOOD-0121,Jewel Osco #3428,100.0,08/20/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors in walk-in coolers are soiled with food debris. Clean.,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)"
1033,17FOOD-0007,Sushi Burrito,100.0,10/11/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. Hand wash sink's plumbing is in disrepair. Repair as soon as possible. Use front hand sink until repaired.,1565 SHERMAN AVE,Evanston,IL,60201,"1565 SHERMAN AVE
Evanston, IL 60201
(42.045902, -87.681879)"
829,09FOOD-0170,Siam Splendour,100.0,09/06/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the hot hold buffet is soiled. Remove the hot hold units in order to clean the area. The surface under the grill is heavily soiled. Routinely clean food contact surfaces. The exterior of the cook line cooler is soiled. Routinely clean food contact surfaces.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
289,09FOOD-0170,Siam Splendour,100.0,05/31/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Numerous ceiling tiles are soiled. Clean or replace the soiled ceiling tiles. The ceiling vents are soiled. Routinely clean the vents. The ceiling and wall panels around the mop sink are in disrepair. Replace the damaged/missing panels.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
755,15FOOD-0015,Epic Burger,100.0,06/29/2018,(30) PLUMBING: Cross-connection; back siphonage; back flow.,CRITICAL VIOLATION.Observed mop sink hose below basin line. Please coil hose above basin line or cut above basin line one inch to prevent back flow.,1622 SHERMAN AVE,Evanston,IL,60201,"1622 SHERMAN AVE
Evanston, IL 60201
(42.047955, -87.681821)"
291,15FOOD-0049,The Barn,100.0,08/01/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor between the ice machine and hand sink in the kitchen is soiled. Routinely clean all floors.,1016 CHURCH ST Rear,Evanston,IL,60201,"1016 CHURCH ST Rear
Evanston, IL 60201
(42.048484, -87.686166)"
669,08FOOD-0180,Dunkin' Donuts,100.0,08/24/2018,"(29) PLUMBING: Installed, maintained",The hand sink is leaking from underneath. Repair the leak.,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)"
939,09FOOD-0424,Dunkin' Donuts,100.0,07/20/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. The food manager certificate on file has expired. Obtain a valid food manager certificate within 90 days. No food handler certificates are on file. Every employee who handles food must have a food handler certificate within 30 days of hire.,2494 OAKTON ST,Evanston,IL,60202,"2494 OAKTON ST
Evanston, IL 60202
(42.026413, -87.708347)"
295,17FOOD-0007,Sushi Burrito,100.0,10/11/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken and shell eggs found above ready to eat food items. Store below ready to eat items in order to help prevent cross contamination and cross contact.,1565 SHERMAN AVE,Evanston,IL,60201,"1565 SHERMAN AVE
Evanston, IL 60201
(42.045902, -87.681879)"
661,09FOOD-0121,Jewel Osco #3428,100.0,04/11/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Chicken and meat stored in the butcher display case is 52F. Discard the chicken and meat. These items must be stored at 41F or below. Have cooler serviced.,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)"
858,17FOOD-0004,Hilton Garden Inn,100.0,03/14/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Do not use flattened cardboard boxes as shelf liner in the storage room as paper boxes are not washable or durable. They are a one time use material for product storage and shall be discarded when emptied and nor reused.,1818 MAPLE AVE,Evanston,IL,60201,"1818 MAPLE AVE
Evanston, IL 60201
(42.050681, -87.684824)"
180,09FOOD-0252,Noodles & Company #606,100.0,02/21/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Please assure food is covered in containers in freezer.,930 CHURCH ST,Evanston,IL,60201,"930 CHURCH ST
Evanston, IL 60201
(42.048466, -87.684267)"
948,17FOOD-0004,Hilton Garden Inn,100.0,11/12/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda gun and holster in the bar is heavily soiled. The manager said they don't use it and are looking in to removing it. The item must be cleaned while it is in place. The sides of the fryer and other cooking equipment are soiled. Clean equipment as needed to prevent accumulating food debris and grease.,1818 MAPLE AVE,Evanston,IL,60201,"1818 MAPLE AVE
Evanston, IL 60201
(42.050681, -87.684824)"
854,17FOOD-0004,Hilton Garden Inn,100.0,11/12/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The bar hand sink is missing paper towels and soap. Both have been provided.,1818 MAPLE AVE,Evanston,IL,60201,"1818 MAPLE AVE
Evanston, IL 60201
(42.050681, -87.684824)"
954,09FOOD-0121,Jewel Osco #3428,100.0,04/11/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Sink basins for 3 compartment sinks and prep sinks are soiled. Clean the surface of the basins on a daily basis.,1128 CHICAGO AVE,Evanston,IL,60202,"1128 CHICAGO AVE
Evanston, IL 60202
(42.039455, -87.680467)"
862,09FOOD-0224,Panino's Cafe & Bar,100.0,09/18/2018,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. A cooler on the cook line is not holding PHF at the proper temperature. Do not use the cooler until it has been repaired and can maintain product at 41 F or lower.,1968 DEMPSTER ST,Evanston,IL,60202,"1968 DEMPSTER ST
Evanston, IL 60202
(42.041108, -87.700759)"
955,09FOOD-0170,Siam Splendour,100.0,09/06/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Various shelving/drawers in the kitchen have miscellaneous items. Remove all unnecessary items and better organize the kitchen.,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)"
